video_id,hour1_views,hour1_likes,hour1_comments
F-DxLv8nrpY,84,4,0
u1eq0IOIdCQ,4735,90,0
MBHGe5PCbDw,357,10,4
DfcKF7LfTaM,2121,0,6
9tbv7u66RjE,10128,98,0
mnToVJBNb8k,954,67,0
X-SjXSkeXao,652,10,0
eZZIeu6w5Eo,221,0,0
p552is1MCz4,17179,0,4
en9NT13ytfA,1261,16,0
zbhTpy8vitE,590,12,1
-YFDQDH3W7A,25648,470,0
ZWMZfCNmTjg,1586,59,1
f0XtNVriLM8,1198,412,22
r6CEWcGGh4U,2913,19,1
u-vXibt6qxE,9153,0,0
f9nxFzvj6DU,545,3,0
5KqaKq8K7ZM,1516,148,39
N1-r0x4J6Ts,415,14,0
avJhLKgF5uY,800,0,2
rh3mMES2i-0,473,7,0
9slpRHgTKQA,136,2,0
mWRFU8Q0in4,1267,12,0
wAk1YZacLWg,296,0,0
DBZ7mTPR-fU,740,42,0
1FLW6sJGjLo,1116,59,0
swP_azeMhC4,327,6,0
pCACq4XVyLA,1509,132,5
3si0SvooYuE,132,8,0
Y61LV90wXXM,7016,372,7
9FdgOJFQRtI,1059,82,8
ngI0cK-VFYU,730,3,0
_wwuSu66774,557,5,0
Fgrrs-wbTW0,1436,38,0
LyNmcb4njv8,285,6,1
OUkm8Mb4BpI,708,46,3
UanZTHw3IQA,343,62,6
ggnJm1aOaN4,2,0,0
nmxZnLvfudQ,412,11,0
ZTdShDLcBY4,641,35,0
mXa-W9f9vLM,598,84,4
Etf4IgN19aM,5600,222,12
MUL0MrJE1P0,349,18,1
BPkbZVpsCXg,1461,0,0
2k_y9yWur64,213,3,0
wuufm8ylnlM,577,56,8
tG2JGP_Y55w,2128,107,23
tJDKOv6PRGU,4415,98,9
2f91x4hsjYo,1060,40,11
TbehDAYqJgc,684,3,0
TKElQg0wxTA,4880,313,1
pfmXeSViOnQ,754,6,0
xzZIovu8aZs,1107,14,0
RK8tsQEVrWI,4533,264,64
-XcEDhkisNk,5639,288,1
zbfl2VN0y60,338,27,12
4skgfNkhuIQ,3486,0,0
Bbs68jnY-nk,436,6,0
1OU3Bb6bOCQ,357,3,0
qX_nfrJwieg,755,6,0
A0sGgRkK7dU,439,68,7
x-311Lza18g,351,10,0
dbKabPdjjzs,6981,170,2
jJmaWudigtk,1545,6,0
etCcaqQRgSk,7248,518,9
TeoUkd3Q6-I,86,5,2
Iy6MPU_5ZEQ,446,0,0
xD_9yoxuU2U,761,10,0
fh-dbSyO9yM,214,0,0
wPLnoeqCm9k,493,6,0
9WaTwUHf9lg,26786,194,0
QuMTkP_nAnU,1713,0,25
7_43w3IoQ_M,416,9,0
-uUc4K-OeKU,1347,83,0
nofJcIU-j_U,16,0,1
kG5DVD2aKUw,395,8,3
99y9RCyrJ5A,54,0,0
YRNg9m2qUug,828,12,0
XfkNrPhj6ME,396,0,1
BG4-sIvMvB8,1615,0,1
yZXDpc_Kmy4,904,0,0
Y-4hh8XNrUg,718,0,1
cAkzFs4MZvk,877,30,2
mo_RlHB9Frc,826,0,0
jNr-YW1LHLo,894,2,0
uPCcEw4ylis,912,0,3
DIoAaQb9zLQ,0,0,0
GB759hw_3ZA,3598,121,8
9LzmFzEFyFI,10288,0,12
DwJ_h4jZCnI,442,42,2
IG47s6k5ZRk,839,26,0
gXF_iax40Kc,34643,0,43
KMqnXhVvQBk,464,5,0
_LF1PHPj75k,852,90,0
kPwP4nCsLl4,4517,87,1
r5C-L3HQFAs,2994,0,1
p0XF3nIY_nw,789,23,3
pDkhBdyW_9k,678,47,2
IDEtRlS_qJk,505,3,0
Zpcsx5ZjKPE,5792,209,1
RzZS5rUwdgA,1911,0,0
bwbpOreqDXg,5001,72,0
EeS-k15K7FQ,2305,0,4
uhEmPgvNJSo,8591,886,8
zx_bNpx8yGc,4740,1683,1
4v8HontbpFU,735,8,0
RO5KUR8co9g,1806,0,1
YBR8tUg4nZo,2852,888,111
aa7KiUApHMw,5245,0,2
aS6OwCQy23E,3869,248,7
l9kyq82A6_k,556,10,2
iKglO8GphzE,490,56,0
wcM9kw-vU00,517,0,0
DvmMGFHO84c,3749,0,0
PZC7YI_MS_E,61330,6036,46
1hF4zGmNVS0,767,46,0
2ku2rpKku0g,332,695,29
6SFIkabGTPk,563,9,0
BVN9mRqLJv8,2974,0,4
owQuxhCjJTE,503,2,0
L7exAdEQIzo,1732,0,5
OIUqDfCV5gk,2647,53,3
S_EL7kjSQG8,757,22,0
HUQHFoakwhM,904,10,0
rDYdBLvWLjE,243,26,4
Ra0IpexpYRI,850,8,0
9BJE_EQrKSQ,2682,388,1
C4REXm8MXt4,1103,10,0
OjGDHiy70dg,2203,427,2
a70J1c7v6oI,1449,119,2
buXabYbKJU4,580,100,0
TkPIckOntAk,1572,49,0
GdUbNezTn04,1106,0,0
OYejKKUuq_0,622,19,2
_nfMLbhzNxI,8602,176,1
HaP9bf6tTPw,1189,69,3
l_ZSWRcedog,5328,461,7
4ORXE3kKAEo,950,18,0
CUIpcvRkPXA,4309,783,5
lMzJQFXxRcw,2120,45,0
AojXJYadaF0,4465,527,9
TGN-NR598H8,1398,60,0
sNxLIT0KkVc,2831,282,40
QyEge-UZk1k,1339,74,0
3mPfHgdqVio,719,52,1
EgZxS09nP-c,2505,214,12
oXDtbEuvCLY,4650,140,2
RPq3dV5tTTM,1215,0,1
eNYRuOqOeig,930,126,44
G-CQCj7M1Ms,801,41,2
sWMYH4dxIWc,4763,181,2
xyFDOXiQzbg,2111,643,31
uGW4fdtIdM4,1518,278,45
4ySZRLvHvVA,1031,107,2
ocdlM2KDjsk,2154,269,7
CJ6sgLFX2Ew,286,21,0
ndnqK1HD_g8,100,10,0
Meo00D4Wk0w,2314,200,37
vAMDiaJ32as,684,23,0
4LSpZSuJ7xE,492,0,1
oUhl4ilDrug,842,61,2
hJ4xZBQcynw,309,8,0
eQdBFVJQQww,1028,64,0
G0kNnGkYtFE,1561,4,0
6tQSs_Vq9so,5938,436,4
ftl8p8rXKI8,1168,86,10
nztnQfI0Q_s,392,81,15
4INiLYk0GLw,631,7,0
FD_LG5MF9w8,3969,328,7
mk_SLAoueow,1597,93,32
hLKSeQcygAE,767,48,2
iQ_3oi07V3U,178,0,0
zjmwgl8W8i4,1635,91,1
